Kod woj.;Województwo;Kod gm.;Gmina;Typ gminy;Powiat;L. obwodów;Frekwencja;% głosów ważnych;JUREK Marek;KACZYŃSKI Jarosław Aleksander;KOMOROWSKI Bronisław Maria;KORWIN-MIKKE Janusz Ryszard;LEPPER Andrzej Zbigniew;MORAWIECKI Kornel Andrzej;NAPIERALSKI Grzegorz Bernard;OLECHOWSKI Andrzej Marian;PAWLAK Waldemar;ZIĘTEK Bogusław Zbigniew
06;lubelskie;061101;Łuków, m.;miejska;łukowski;14;57,58;99,35;1,71;48,29;29,60;2,39;0,81;0,06;14,26;1,44;1,19;0,25
06;lubelskie;061102;Stoczek Łukowski, m.;miejska;łukowski;1;57,48;99,04;0,97;49,03;32,34;1,21;0,97;0,00;12,98;1,37;0,89;0,24
06;lubelskie;061103;Adamów, gm.;wiejska;łukowski;7;47,49;98,56;1,24;53,48;23,19;1,42;2,61;0,27;12,26;1,37;3,93;0,23
06;lubelskie;061104;Krzywda, gm.;wiejska;łukowski;8;46,85;99,03;1,06;59,39;17,08;1,27;3,05;0,13;12,60;0,72;4,48;0,21
06;lubelskie;061105;Łuków, gm.;wiejska;łukowski;15;53,02;99,46;1,40;64,24;14,39;1,51;2,16;0,10;11,65;0,72;3,60;0,22
06;lubelskie;061106;Serokomla, gm.;wiejska;łukowski;5;41,29;99,02;0,85;63,55;13,62;1,84;3,69;0,07;10,50;1,06;4,75;0,07
06;lubelskie;061107;Stanin, gm.;wiejska;łukowski;9;50,38;99,27;0,66;57,49;14,58;0,95;4,06;0,11;11,29;0,74;9,81;0,32
06;lubelskie;061108;Stoczek Łukowski, gm.;wiejska;łukowski;10;48,45;99,33;0,96;66,77;12,51;0,62;2,90;0,12;9,39;0,37;6,24;0,12
06;lubelskie;061109;Trzebieszów, gm.;wiejska;łukowski;7;56,40;99,48;0,92;75,11;9,84;1,04;1,56;0,09;6,57;0,79;3,88;0,18
06;lubelskie;061110;Wojcieszków, gm.;wiejska;łukowski;7;48,56;98,96;1,24;57,48;14,65;1,43;4,28;0,15;13,52;0,68;6,39;0,19
06;lubelskie;061111;Wola Mysłowska, gm.;wiejska;łukowski;4;46,98;99,43;1,35;64,05;12,47;0,78;3,00;0,26;10,04;0,52;7,50;0,05
06;lubelskie;061201;Chodel, gm.;wiejska;opolski;5;48,47;99,69;0,51;66,32;12,55;1,21;3,51;0,08;9,86;0,51;5,26;0,19
06;lubelskie;061202;Józefów nad Wisłą, gm.;wiejska;opolski;6;41,53;99,53;0,93;50,36;15,47;1,40;5,01;0,13;18,66;0,76;6,97;0,30
06;lubelskie;061203;Karczmiska, gm.;wiejska;opolski;6;41,21;99,60;0,76;49,37;18,70;1,87;3,94;0,05;17,03;1,01;6,97;0,30
06;lubelskie;061204;Łaziska, gm.;wiejska;opolski;6;43,98;99,47;0,64;58,22;9,13;1,29;4,40;0,00;18,15;0,59;7,52;0,05
06;lubelskie;061205;Opole Lubelskie, gm.;miejsko-wiejska;opolski;17;48,59;98,75;0,63;48,27;24,49;1,96;3,35;0,15;16,36;1,21;3,39;0,19
06;lubelskie;061206;Poniatowa, gm.;miejsko-wiejska;opolski;12;50,47;99,30;1,20;48,64;25,03;2,15;2,09;0,18;16,03;1,30;3,22;0,16
06;lubelskie;061207;Wilków, gm.;wiejska;opolski;8;40,28;98,28;0,65;67,66;7,60;1,23;4,09;0,00;15,00;0,32;3,44;0,00
06;lubelskie;061301;Dębowa Kłoda, gm.;wiejska;parczewski;4;43,75;99,58;0,84;44,24;27,91;1,33;4,05;0,00;14,58;1,12;5,79;0,14
06;lubelskie;061302;Jabłoń, gm.;wiejska;parczewski;6;57,24;98,94;1,02;54,84;18,14;1,45;2,91;0,05;12,49;0,43;8,29;0,38
06;lubelskie;061303;Milanów, gm.;wiejska;parczewski;5;48,37;99,25;1,45;52,65;19,67;1,32;4,10;0,19;14,75;0,88;4,73;0,25
06;lubelskie;061304;Parczew, gm.;miejsko-wiejska;parczewski;12;49,68;99,38;1,01;41,95;33,64;2,48;1,68;0,05;14,79;1,19;2,97;0,24
06;lubelskie;061305;Podedwórze, gm.;wiejska;parczewski;2;46,00;99,43;0,71;41,54;23,61;1,85;4,69;0,14;18,07;1,28;7,97;0,14
06;lubelskie;061306;Siemień, gm.;wiejska;parczewski;4;45,45;99,06;0,90;54,18;19,57;1,51;4,60;0,11;12,56;0,79;5,38;0,39
06;lubelskie;061307;Sosnowica, gm.;wiejska;parczewski;3;42,76;98,17;1,24;39,77;33,06;1,96;2,89;0,10;14,77;0,72;5,06;0,41
06;lubelskie;061401;Puławy, m.;miejska;puławski;24;58,09;99,28;1,27;41,08;38,24;2,92;0,57;0,15;12,83;1,69;1,11;0,13
06;lubelskie;061402;Baranów, gm.;wiejska;puławski;4;46,22;98,86;0,26;47,12;17,39;2,30;5,05;0,26;18,93;0,90;7,10;0,70
06;lubelskie;061403;Janowiec, gm.;wiejska;puławski;2;47,12;99,29;1,00;50,96;23,99;2,78;2,56;0,00;12,53;1,21;4,98;0,00
06;lubelskie;061404;Kazimierz Dolny, gm.;miejsko-wiejska;puławski;5;53,53;98,89;1,28;49,47;31,09;2,34;1,54;0,13;9,37;1,03;3,40;0,35
06;lubelskie;061405;Końskowola, gm.;wiejska;puławski;8;52,01;99,00;1,24;48,72;24,77;2,73;2,73;0,16;13,20;1,48;4,76;0,21
06;lubelskie;061406;Kurów, gm.;wiejska;puławski;5;50,21;99,47;1,38;58,12;20,25;2,16;2,32;0,03;10,66;1,07;3,73;0,28
06;lubelskie;061407;Markuszów, gm.;wiejska;puławski;3;49,86;98,85;0,99;56,75;17,56;2,24;3,23;0,00;12,43;1,74;4,89;0,17
06;lubelskie;061408;Nałęczów, gm.;miejsko-wiejska;puławski;13;56,32;99,35;1,41;48,00;29,65;2,65;1,84;0,17;11,58;1,56;2,86;0,26
06;lubelskie;061409;Puławy, gm.;wiejska;puławski;10;48,48;99,18;0,90;51,21;24,66;2,40;2,49;0,20;13,93;1,66;2,37;0,18
06;lubelskie;061410;Wąwolnica, gm.;wiejska;puławski;5;50,38;99,38;1,92;63,02;19,06;2,18;2,54;0,21;8,13;1,09;1,66;0,21
06;lubelskie;061411;Żyrzyn, gm.;wiejska;puławski;9;53,04;99,23;0,43;55,63;18,53;2,20;3,94;0,11;12,71;0,85;5,22;0,39
06;lubelskie;061501;Radzyń Podlaski, m.;miejska;radzyński;10;55,78;99,45;1,12;47,82;29,91;2,65;1,14;0,22;12,86;1,31;2,76;0,22
06;lubelskie;061502;Borki, gm.;wiejska;radzyński;5;44,92;99,31;1,07;51,02;17,70;1,02;4,91;0,14;12,56;0,60;10,89;0,09
06;lubelskie;061503;Czemierniki, gm.;wiejska;radzyński;4;51,79;99,79;1,40;54,55;16,54;1,14;3,43;0,16;10,87;0,94;10,45;0,52
06;lubelskie;061504;Kąkolewnica Wschodnia, gm.;wiejska;radzyński;7;50,23;99,35;0,45;62,75;15,79;0,84;2,75;0,03;10,81;0,60;5,82;0,18
06;lubelskie;061505;Komarówka Podlaska, gm.;wiejska;radzyński;5;49,37;99,58;1,36;50,47;20,23;1,42;3,41;0,16;12,63;1,42;8,70;0,21
06;lubelskie;061506;Radzyń Podlaski, gm.;wiejska;radzyński;7;48,74;99,42;1,07;62,04;15,59;1,46;1,82;0,13;13,42;0,65;3,47;0,36
06;lubelskie;061507;Ulan-Majorat, gm.;wiejska;radzyński;6;54,93;99,24;1,85;66,59;13,76;1,27;3,04;0,04;7,40;0,46;5,36;0,23
06;lubelskie;061508;Wohyń, gm.;wiejska;radzyński;7;44,16;99,19;1,01;51,40;20,34;2,68;4,46;0,08;12,15;1,28;6,33;0,27
06;lubelskie;061601;Dęblin, m.;miejska;rycki;16;56,79;99,31;0,72;42,19;31,79;2,88;0,87;0,16;18,80;1,19;1,06;0,33
06;lubelskie;061602;Kłoczew, gm.;wiejska;rycki;8;53,18;99,11;0,96;64,15;11,13;0,99;4,13;0,10;11,83;0,90;5,47;0,35
06;lubelskie;061603;Nowodwór, gm.;wiejska;rycki;7;52,54;98,48;0,97;58,88;14,96;0,97;6,51;0,17;11,48;0,86;5,14;0,06
06;lubelskie;061604;Ryki, gm.;miejsko-wiejska;rycki;17;54,45;99,32;0,73;47,63;25,85;2,20;2,46;0,11;15,66;1,16;4,02;0,18
06;lubelskie;061605;Stężyca, gm.;wiejska;rycki;7;53,00;99,24;0,47;49,64;21,43;1,14;2,92;0,08;17,03;1,10;6,10;0,08
06;lubelskie;061606;Ułęż, gm.;wiejska;rycki;7;52,15;98,81;1,07;45,16;25,02;1,20;3,87;0,07;13,61;0,87;9,01;0,13
06;lubelskie;061701;Świdnik, m.;miejska;świdnicki;23;57,90;99,47;1,43;43,97;34,28;3,37;0,71;0,15;13,11;1,80;0,94;0,25
06;lubelskie;061702;Mełgiew, gm.;wiejska;świdnicki;7;50,49;99,39;1,32;54,36;22,94;2,67;2,38;0,18;11,97;1,17;2,67;0,35
06;lubelskie;061703;Piaski, gm.;miejsko-wiejska;świdnicki;12;46,04;99,34;1,07;56,11;18,34;1,98;3,35;0,18;11,87;0,79;6,32;0,00
06;lubelskie;061704;Rybczewice, gm.;wiejska;świdnicki;5;42,41;98,80;0,68;62,47;11,07;1,14;7,05;0,15;9,86;0,61;6,75;0,23
06;lubelskie;061705;Trawniki, gm.;wiejska;świdnicki;6;42,49;99,42;0,64;52,90;24,47;1,77;2,70;0,19;13,81;1,00;2,29;0,23
06;lubelskie;061801;Tomaszów Lubelski, m.;miejska;tomaszowski;11;54,37;99,47;0,65;45,46;32,89;3,29;0,96;0,13;13,84;1,34;1,31;0,13
06;lubelskie;061802;Bełżec, gm.;wiejska;tomaszowski;4;45,44;98,89;1,20;43,37;31,47;1,68;1,84;0,08;12,94;1,04;5,59;0,80
06;lubelskie;061803;Jarczów, gm.;wiejska;tomaszowski;4;45,90;98,92;0,51;57,21;14,77;1,31;5,02;0,29;12,23;0,95;7,21;0,51
06;lubelskie;061804;Krynice, gm.;wiejska;tomaszowski;4;47,60;99,35;0,58;56,16;16,09;1,67;4,93;0,00;12,61;0,43;7,39;0,14
06;lubelskie;061805;Lubycza Królewska, gm.;wiejska;tomaszowski;6;37,70;99,22;0,69;34,71;32,55;2,31;4,23;0,10;20,38;1,43;3,30;0,30
06;lubelskie;061806;Łaszczów, gm.;miejsko-wiejska;tomaszowski;10;43,95;99,08;0,51;52,33;18,22;1,31;4,62;0,04;14,49;0,89;7,37;0,21
06;lubelskie;061807;Rachanie, gm.;wiejska;tomaszowski;9;46,15;99,31;0,56;56,53;14,86;2,22;4,54;0,14;14,77;0,65;5,46;0,28
06;lubelskie;061808;Susiec, gm.;wiejska;tomaszowski;7;47,46;98,70;0,93;55,24;19,66;1,32;2,97;0,20;11,20;0,59;7,70;0,20
06;lubelskie;061809;Tarnawatka, gm.;wiejska;tomaszowski;5;49,15;99,31;0,76;56,67;19,89;1,46;3,37;0,19;11,82;0,51;4,96;0,38
06;lubelskie;061810;Telatyn, gm.;wiejska;tomaszowski;5;45,99;99,70;0,72;51,65;11,86;1,98;7,85;0,06;15,64;0,72;9,53;0,00
06;lubelskie;061811;Tomaszów Lubelski, gm.;wiejska;tomaszowski;12;46,63;99,44;0,91;58,45;19,84;1,77;2,41;0,12;11,47;0,71;4,13;0,20
06;lubelskie;061812;Tyszowce, gm.;miejsko-wiejska;tomaszowski;8;42,85;99,34;0,61;60,21;15,98;1,65;4,90;0,14;10,61;0,71;5,09;0,09
06;lubelskie;061813;Ulhówek, gm.;wiejska;tomaszowski;7;39,58;99,36;0,41;47,86;20,26;1,64;6,22;0,23;11,69;1,12;10,16;0,41
06;lubelskie;061901;Włodawa, m.;miejska;włodawski;7;52,59;99,45;1,26;35,43;39,74;2,51;1,43;0,16;16,49;1,26;1,49;0,23
06;lubelskie;061902;Hanna, gm.;wiejska;włodawski;4;45,37;99,50;1,99;39,04;28,24;2,24;8,22;0,08;9,88;1,41;8,72;0,17
06;lubelskie;061903;Hańsk, gm.;wiejska;włodawski;4;43,61;99,41;0,66;39,13;30,51;1,92;4,35;0,29;15,70;1,84;5,23;0,37
06;lubelskie;061904;Stary Brus, gm.;wiejska;włodawski;4;44,57;99,38;1,24;46,91;24,26;1,11;5,32;0,50;12,87;0,50;7,18;0,12
06;lubelskie;061905;Urszulin, gm.;wiejska;włodawski;4;49,68;99,46;0,49;50,33;23,80;1,34;5,71;0,24;11,35;0,85;5,53;0,36
06;lubelskie;061906;Włodawa, gm.;wiejska;włodawski;9;47,84;98,90;1,07;38,59;33,48;2,15;4,68;0,26;14,44;0,73;4,21;0,39
06;lubelskie;061907;Wola Uhruska, gm.;wiejska;włodawski;5;44,07;98,94;0,40;48,20;26,27;1,80;3,27;0,20;15,93;0,60;3,07;0,27
06;lubelskie;061908;Wyryki, gm.;wiejska;włodawski;6;42,31;98,38;1,86;36,22;27,66;1,86;7,64;0,31;14,96;1,34;7,33;0,83
06;lubelskie;062001;Adamów, gm.;wiejska;zamojski;5;46,59;99,57;0,92;62,53;16,42;0,76;2,28;0,00;12,62;0,33;3,97;0,16
06;lubelskie;062002;Grabowiec, gm.;wiejska;zamojski;4;37,10;99,43;0,36;56,73;15,55;1,44;5,54;0,07;12,67;0,50;6,91;0,22
06;lubelskie;062003;Komarów-Osada, gm.;wiejska;zamojski;7;53,45;99,12;0,80;59,37;17,77;0,97;3,89;0,30;8,21;0,34;8,08;0,25
06;lubelskie;062004;Krasnobród, gm.;miejsko-wiejska;zamojski;10;56,03;98,74;0,96;64,84;15,45;1,06;2,21;0,12;6,99;0,62;7,65;0,09
06;lubelskie;062005;Łabunie, gm.;wiejska;zamojski;6;55,82;99,49;0,69;66,50;14,51;1,13;2,77;0,15;9,41;1,28;3,39;0,18
06;lubelskie;062006;Miączyn, gm.;wiejska;zamojski;8;42,99;99,15;0,47;53,91;18,68;1,14;5,17;0,28;13,09;0,57;6,50;0,19
06;lubelskie;062007;Nielisz, gm.;wiejska;zamojski;7;39,59;99,48;0,63;57,59;15,44;1,16;5,58;0,16;12,59;0,90;5,69;0,26
06;lubelskie;062008;Radecznica, gm.;wiejska;zamojski;7;42,10;99,56;0,98;63,05;13,69;1,42;4,18;0,04;8,31;0,71;7,47;0,13
06;lubelskie;062009;Sitno, gm.;wiejska;zamojski;6;51,76;99,36;0,78;64,58;14,99;1,39;2,88;0,21;9,48;0,99;4,62;0,07
06;lubelskie;062010;Skierbieszów, gm.;wiejska;zamojski;6;46,38;99,33;0,72;63,16;16,41;1,24;4,26;0,10;10,38;0,57;3,06;0,10
06;lubelskie;062011;Stary Zamość, gm.;wiejska;zamojski;6;50,54;99,68;0,32;59,75;17,54;1,36;2,99;0,09;10,83;0,54;6,48;0,09
06;lubelskie;062012;Sułów, gm.;wiejska;zamojski;5;40,02;99,38;0,56;57,71;17,89;1,67;3,41;0,19;12,32;0,80;5,26;0,19
06;lubelskie;062013;Szczebrzeszyn, gm.;miejsko-wiejska;zamojski;10;44,99;99,41;0,89;56,01;22,78;2,45;1,97;0,14;10,85;1,14;3,60;0,16
06;lubelskie;062014;Zamość, gm.;wiejska;zamojski;18;51,02;99,52;1,10;54,87;23,62;2,20;1,70;0,15;11,82;1,22;3,17;0,15
06;lubelskie;062015;Zwierzyniec, gm.;miejsko-wiejska;zamojski;5;44,59;99,35;0,61;44,87;34,04;2,60;1,23;0,11;11,49;1,45;3,18;0,42
06;lubelskie;066101;Biała Podlaska, m.;miejska;Biała Podlaska;29;57,07;99,46;1,38;40,46;35,43;2,91;0,93;0,10;15,33;1,60;1,61;0,25
06;lubelskie;066201;Chełm, m.;miejska;Chełm;36;52,14;99,47;0,86;37,01;39,31;2,53;0,94;0,09;16,67;1,23;1,18;0,18
06;lubelskie;066301;Lublin, m.;miejska;Lublin;211;61,83;99,46;1,54;40,91;38,82;3,62;0,55;0,14;11,43;1,82;1,03;0,15
06;lubelskie;066401;Zamość, m.;miejska;Zamość;32;54,36;99,38;1,06;43,03;34,11;2,79;1,05;0,10;14,81;1,50;1,32;0,22
08;lubuskie;080101;Kostrzyn nad Odrą, m.;miejska;gorzowski;11;51,33;99,43;0,56;24,69;52,89;2,31;0,96;0,11;16,51;1,13;0,70;0,14
08;lubuskie;080102;Bogdaniec, gm.;wiejska;gorzowski;4;46,53;99,26;0,74;28,05;45,09;2,19;3,22;0,04;17,95;0,87;1,73;0,12
08;lubuskie;080103;Deszczno, gm.;wiejska;gorzowski;5;47,29;99,16;1,39;30,16;41,44;3,19;1,70;0,10;18,92;0,88;2,04;0,17
08;lubuskie;080104;Kłodawa, gm.;wiejska;gorzowski;8;56,09;99,26;1,49;23,49;53,76;2,11;1,56;0,10;14,42;1,46;1,49;0,13
08;lubuskie;080105;Lubiszyn, gm.;wiejska;gorzowski;7;42,19;99,33;0,81;21,26;50,40;2,15;3,27;0,18;18,53;1,16;2,10;0,13
08;lubuskie;080106;Santok, gm.;wiejska;gorzowski;6;46,77;98,94;0,78;24,08;48,74;2,03;2,00;0,14;19,20;1,50;1,39;0,14
08;lubuskie;080107;Witnica, gm.;miejsko-wiejska;gorzowski;11;44,08;99,03;0,71;28,99;44,00;1,50;2,12;0,14;18,52;1,55;2,32;0,16
08;lubuskie;080201;Gubin, m.;miejska;krośnieński;10;49,06;99,28;0,61;18,51;56,01;1,93;0,99;0,24;19,71;1,33;0,55;0,12
08;lubuskie;080202;Bobrowice, gm.;wiejska;krośnieński;3;47,39;99,43;0,91;26,84;50,21;2,56;1,73;0,25;14,12;1,73;1,57;0,08
08;lubuskie;080203;Bytnica, gm.;wiejska;krośnieński;2;37,18;99,11;1,15;26,47;49,49;2,17;1,66;0,26;15,73;0,90;2,05;0,13
08;lubuskie;080204;Dąbie, gm.;wiejska;krośnieński;7;44,51;98,41;0,64;23,44;51,91;1,91;2,48;0,17;15,94;1,33;2,14;0,06
08;lubuskie;080205;Gubin, gm.;wiejska;krośnieński;11;41,44;99,63;1,09;23,77;50,04;1,25;3,59;0,13;16,37;1,29;2,30;0,17
08;lubuskie;080206;Krosno Odrzańskie, gm.;miejsko-wiejska;krośnieński;13;50,04;99,15;0,50;23,60;51,55;1,76;1,17;0,07;19,32;1,05;0,85;0,12
08;lubuskie;080207;Maszewo, gm.;wiejska;krośnieński;2;34,49;98,63;1,26;27,20;48,87;1,39;1,64;0,00;15,74;0,88;2,77;0,25
08;lubuskie;080301;Bledzew, gm.;wiejska;międzyrzecki;2;41,70;99,23;0,71;22,04;50,90;1,41;3,15;0,32;18,12;1,03;2,06;0,26
08;lubuskie;080302;Międzyrzecz, gm.;miejsko-wiejska;międzyrzecki;18;51,96;99,43;0,70;23,16;51,19;1,82;1,50;0,19;18,84;1,22;1,17;0,20
08;lubuskie;080303;Przytoczna, gm.;wiejska;międzyrzecki;8;47,30;99,03;1,35;19,64;51,90;1,35;3,30;0,19;16,99;1,30;3,81;0,19
08;lubuskie;080304;Pszczew, gm.;wiejska;międzyrzecki;5;48,30;99,22;0,54;25,14;53,70;2,16;3,07;0,18;11,43;0,84;2,89;0,06
08;lubuskie;080305;Skwierzyna, gm.;miejsko-wiejska;międzyrzecki;11;50,42;99,47;0,67;23,19;49,77;2,68;1,28;0,10;19,70;1,18;1,30;0,12
08;lubuskie;080306;Trzciel, gm.;miejsko-wiejska;międzyrzecki;4;46,63;99,46;0,96;24,82;49,90;1,88;1,92;0,13;15,92;0,96;3,26;0,25
08;lubuskie;080401;Nowa Sól, m.;miejska;nowosolski;19;53,04;99,44;0,91;28,06;51,10;2,14;0,89;0,08;14,67;1,21;0,78;0,16
08;lubuskie;080402;Bytom Odrzański, gm.;miejsko-wiejska;nowosolski;2;44,85;99,01;0,95;27,76;48,87;1,79;1,21;0,05;16,68;1,16;1,32;0,21
08;lubuskie;080403;Kolsko, gm.;wiejska;nowosolski;2;44,84;99,49;0,77;28,04;47,00;1,46;3,17;0,00;15,95;0,77;2,83;0,00
08;lubuskie;080404;Kożuchów, gm.;miejsko-wiejska;nowosolski;11;45,94;99,40;0,84;29,10;46,68;1,35;1,59;0,07;17,51;1,11;1,53;0,21
08;lubuskie;080405;Nowa Sól, gm.;wiejska;nowosolski;5;46,41;99,35;1,28;35,76;42,22;1,23;2,76;0,04;13,33;1,07;2,18;0,12
08;lubuskie;080406;Nowe Miasteczko, gm.;miejsko-wiejska;nowosolski;5;46,51;98,68;0,74;31,23;40,12;2,18;2,14;0,05;18,92;1,39;3,03;0,20
08;lubuskie;080407;Otyń, gm.;wiejska;nowosolski;3;47,11;99,15;1,07;32,26;48,01;1,97;1,11;0,04;12,97;1,11;1,24;0,21
08;lubuskie;080408;Siedlisko, gm.;wiejska;nowosolski;2;43,81;99,08;0,68;32,82;42,07;0,76;1,87;0,25;18,07;0,68;2,63;0,17
08;lubuskie;080501;Cybinka, gm.;miejsko-wiejska;słubicki;4;43,03;98,70;0,75;29,53;44,99;2,20;2,64;0,04;16,92;1,10;1,67;0,18
08;lubuskie;080502;Górzyca, gm.;wiejska;słubicki;3;43,66;98,87;0,43;29,50;42,86;2,14;3,86;0,14;17,79;1,50;1,07;0,71
08;lubuskie;080503;Ośno Lubuskie, gm.;miejsko-wiejska;słubicki;4;46,67;99,12;0,64;22,42;55,88;2,12;1,32;0,17;13,50;0,89;2,80;0,25
08;lubuskie;080504;Rzepin, gm.;miejsko-wiejska;słubicki;5;46,54;99,56;0,72;25,68;52,59;1,73;1,09;0,11;15,85;1,09;1,06;0,08
08;lubuskie;080505;Słubice, gm.;miejsko-wiejska;słubicki;13;52,78;99,31;0,61;21,63;54,16;1,92;0,99;0,12;18,19;1,25;0,99;0,15
08;lubuskie;080601;Dobiegniew, gm.;miejsko-wiejska;strzelecko-drezdenecki;6;43,94;99,40;0,80;22,49;51,59;1,73;3,10;0,08;17,30;0,89;1,89;0,12
08;lubuskie;080602;Drezdenko, gm.;miejsko-wiejska;strzelecko-drezdenecki;12;48,69;99,44;0,69;27,89;49,21;1,73;1,61;0,19;15,81;1,12;1,56;0,18
08;lubuskie;080603;Stare Kurowo, gm.;wiejska;strzelecko-drezdenecki;4;41,69;99,28;0,65;24,82;50,87;1,73;2,81;0,14;15,87;1,01;1,52;0,58
08;lubuskie;080604;Strzelce Krajeńskie, gm.;miejsko-wiejska;strzelecko-drezdenecki;10;44,98;99,33;0,80;19,42;54,79;1,77;2,28;0,10;17,32;1,09;2,25;0,18
08;lubuskie;080605;Zwierzyn, gm.;wiejska;strzelecko-drezdenecki;4;45,16;98,96;0,59;24,54;47,05;2,16;3,99;0,26;16,75;0,98;3,40;0,26
08;lubuskie;080701;Krzeszyce, gm.;wiejska;sulęciński;3;46,14;98,94;0,83;29,68;42,73;1,91;4,29;0,12;16,87;0,48;3,10;0,00
08;lubuskie;080702;Lubniewice, gm.;miejsko-wiejska;sulęciński;4;46,32;99,33;1,35;21,42;52,07;2,20;2,96;0,34;16,68;0,93;1,86;0,17
08;lubuskie;080703;Słońsk, gm.;wiejska;sulęciński;5;47,26;99,13;0,62;28,52;50,72;1,23;4,11;0,31;11,61;0,46;1,95;0,46
08;lubuskie;080704;Sulęcin, gm.;miejsko-wiejska;sulęciński;15;49,99;99,36;1,12;29,81;46,37;1,89;1,54;0,16;16,28;1,08;1,56;0,19
08;lubuskie;080705;Torzym, gm.;miejsko-wiejska;sulęciński;7;40,80;99,16;0,80;21,83;53,71;2,00;1,82;0,27;16,67;0,89;1,65;0,36
08;lubuskie;080801;Lubrza, gm.;wiejska;świebodziński;2;44,78;99,18;0,58;25,43;49,30;2,90;0,99;0,00;17,48;1,24;1,82;0,25
08;lubuskie;080802;Łagów, gm.;wiejska;świebodziński;3;45,59;99,29;0,77;25,54;52,46;2,20;1,59;0,15;14,33;1,54;1,13;0,31
08;lubuskie;080803;Skąpe, gm.;wiejska;świebodziński;4;42,96;99,12;0,95;25,47;49,28;2,39;2,17;0,33;15,63;1,50;2,17;0,11
08;lubuskie;080804;Szczaniec, gm.;wiejska;świebodziński;3;44,97;98,84;0,81;30,54;43,76;1,47;3,16;0,15;16,89;1,03;2,13;0,07
08;lubuskie;080805;Świebodzin, gm.;miejsko-wiejska;świebodziński;18;51,82;99,37;1,04;26,58;51,89;2,46;0,96;0,12;14,30;1,52;1,03;0,10
08;lubuskie;080806;Zbąszynek, gm.;miejsko-wiejska;świebodziński;4;53,36;99,24;1,00;20,30;55,89;2,05;1,54;0,11;15,60;1,40;1,85;0,26
08;lubuskie;080901;Babimost, gm.;miejsko-wiejska;zielonogórski;4;52,21;99,50;0,66;18,72;55,44;1,93;1,20;0,12;17,91;1,04;2,79;0,19
08;lubuskie;080902;Bojadła, gm.;wiejska;zielonogórski;3;45,55;99,34;0,58;22,31;53,14;1,98;2,23;0,17;16,86;1,16;1,40;0,17
08;lubuskie;080903;Czerwieńsk, gm.;miejsko-wiejska;zielonogórski;7;51,16;99,43;0,71;23,30;52,86;2,06;1,78;0,10;17,03;1,20;0,91;0,05
08;lubuskie;080904;Kargowa, gm.;miejsko-wiejska;zielonogórski;3;45,06;99,18;1,16;21,61;56,10;1,79;1,26;0,10;13,95;1,41;2,42;0,19
08;lubuskie;080905;Nowogród Bobrzański, gm.;miejsko-wiejska;zielonogórski;7;48,25;98,78;0,68;20,45;55,26;2,25;2,51;0,13;15,99;1,21;1,42;0,10
08;lubuskie;080906;Sulechów, gm.;miejsko-wiejska;zielonogórski;17;51,70;99,47;1,04;22,26;53,21;2,62;1,24;0,13;17,14;1,43;0,76;0,18
08;lubuskie;080907;Świdnica, gm.;wiejska;zielonogórski;3;53,03;99,49;0,64;19,85;56,52;2,27;1,03;0,00;15,87;1,51;2,15;0,16
08;lubuskie;080908;Trzebiechów, gm.;wiejska;zielonogórski;5;39,92;98,03;0,60;20,32;55,63;1,31;3,72;0,10;14,29;1,91;1,71;0,40
08;lubuskie;080909;Zabór, gm.;wiejska;zielonogórski;3;50,84;99,38;1,32;21,84;54,87;1,53;0,97;0,07;16,34;1,32;1,60;0,14
08;lubuskie;080910;Zielona Góra, gm.;wiejska;zielonogórski;7;55,91;99,45;1,07;23,48;54,51;2,93;0,94;0,16;14,12;1,69;1,02;0,08
08;lubuskie;081001;Gozdnica, m.;miejska;żagański;3;43,14;99,07;0,43;27,00;51,28;2,21;1,36;0,26;14,57;1,62;1,19;0,09
08;lubuskie;081002;Żagań, m.;miejska;żagański;14;53,15;99,40;0,65;24,49;49,34;2,50;0,98;0,16;19,45;1,36;0,86;0,22
08;lubuskie;081003;Brzeźnica, gm.;wiejska;żagański;4;46,31;98,91;0,44;32,94;39,71;1,40;3,46;0,07;17,21;0,88;3,53;0,37
08;lubuskie;081004;Iłowa, gm.;miejsko-wiejska;żagański;6;44,49;98,71;0,83;25,44;53,10;2,45;2,05;0,32;13,63;0,79;1,30;0,08
08;lubuskie;081005;Małomice, gm.;miejsko-wiejska;żagański;3;42,93;98,95;0,75;26,72;48,54;2,24;1,92;0,11;16,39;1,12;1,81;0,43
08;lubuskie;081006;Niegosławice, gm.;wiejska;żagański;3;42,08;98,84;0,78;41,15;33,05;0,72;4,18;0,26;14,96;0,98;3,79;0,13
08;lubuskie;081007;Szprotawa, gm.;miejsko-wiejska;żagański;12;44,61;99,48;0,74;26,81;47,30;1,81;1,46;0,18;18,85;1,20;1,39;0,26
08;lubuskie;081008;Wymiarki, gm.;wiejska;żagański;2;43,71;98,52;0,70;28,39;44,73;0,93;2,32;0,35;18,66;2,09;1,27;0,58
08;lubuskie;081009;Żagań, gm.;wiejska;żagański;7;42,37;99,31;0,78;25,81;48,33;1,96;2,39;0,35;16,86;1,17;2,04;0,30
08;lubuskie;081101;Łęknica, m.;miejska;żarski;1;42,61;99,06;0,95;19,60;55,70;3,80;1,66;0,00;16,03;2,02;0,24;0,00
